,CTY_SCR_NAME,CTY_SCR_NBR_DY_01,CTY_SCR_NBR_DY_02,CTY_SCR_NBR_WK_01,CTY_SCR_NBR_WK_02,CTY_SCR_NBR_MO_01,CTY_SCR_NBR_MO_02,CTY_SCR_NBR_QT_01,CTY_SCR_NBR_QT_02,CTY_SCR_TGT_01,CTY_SCR_AVG_01,CTY_SCR_AVG_02,CTY_SCR_DEV_01,CTY_SCR_DEV_02,ETL_LOAD_DATE,ETL_LOAD_IS_ACTIVE_FLAG,CTY_SCR_OPEN_DATA_SOURCE,CTY_SCR_METRIC_TYPE,CTY_SCR_DAY,CTY_SCR_WEEK,CTY_SCR_MONTH,CTY_SCR_QUARTER,CTY_SCR_DAY_NAME
7520,POTHOLE ON-TIME %,1.0,7.0,0.8888889000000001,54.0,0.9094203000000002,276.0,0.8005618,1068.0,0.8,,,,,2016-06-16 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.1111111,1.1367753999999999,1.0007023000000002,Wednesday
7521,ON-TIME PERMIT REVIEWS,0.5,6.0,0.8363636000000001,55.0,0.8245614,285.0,0.8333333,876.0,0.75,,,,,2016-07-06 00:00:00,N,https://data.cityofboston.gov/Permitting/Approved-Building-Permits/msk6-43c6,Target,0.6666667,1.1151514999999999,1.0994152,1.1111111,Tuesday
7522,MISSED TRASH ON-TIME %,1.0,24.0,0.9813084000000001,107.0,0.9834559000000002,544.0,0.9827976,2209.0,0.8,,,,,2017-02-08 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.2266355,1.2293199,1.228497,Tuesday
7523,PARKS MAINTENANCE ON-TIME %,,,0.7058824,17.0,0.7439024000000001,164.0,0.7398720999999999,469.0,0.8,,,,,2017-02-08 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,,0.882353,0.9298780000000001,0.9248400999999999,Tuesday
7524,POTHOLE ON-TIME %,1.0,2.0,0.9206349,63.0,0.8256071,453.0,0.8125786,795.0,0.8,,,,,2017-02-08 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.1507936,1.0320089,1.0157233,Tuesday
7525,SIGN INSTALLATION ON-TIME %,0.875,8.0,0.8620690000000001,58.0,0.8648648999999999,222.0,0.6500778,643.0,0.8,,,,,2017-02-08 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.09375,1.0775863,1.0810811000000002,0.8125973000000001,Tuesday
7526,SIGNAL REPAIR ON-TIME %,0.9428571,35.0,0.978022,91.0,0.8359909,439.0,0.8756815999999998,917.0,0.8,,,,,2017-02-08 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.1785714,1.2225275,1.0449886,1.094602,Tuesday
7527,STREETLIGHT ON-TIME %,0.5652174,23.0,0.6055046,109.0,0.7137405,262.0,0.6602475999999999,727.0,0.8,,,,,2017-02-08 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,0.7065218000000001,0.7568808000000001,0.8921756,0.8253094999999999,Tuesday
7528,TREE MAINTENANCE ON-TIME %,1.0,3.0,0.9830508,59.0,0.9645389999999999,141.0,0.9204738000000001,590.0,0.8,,,,,2017-02-08 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.2288135,1.2056738,1.1505923,Tuesday
7529,BFD RESPONSE TIME,0.8128079,203.0,0.8457223,1426.0,0.8435864,6112.0,0.8418424999999999,18430.0,0.9,,,,,2017-02-08 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Target,0.9031199000000001,0.9396914000000001,0.9373181999999999,0.9353806,Tuesday
7530,EMS RESPONSE TIME,7.2166667,74.0,6.7,540.0,6.5,2221.0,6.5333333,6578.0,6.0,,,,,2017-02-08 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Target,0.8314088,0.8955224,0.9230769,0.9183674000000001,Tuesday
7531,311 CALL CENTER PERFORMANCE,0.8466312,1128.0,0.8979206,4760.0,0.8705321,22214.0,0.8875488000000001,63840.0,0.95,,,,,2017-02-08 00:00:00,N,,Target,0.8911906999999999,0.9451796,0.9163495999999999,0.9342619000000001,Tuesday
7532,MISSED TRASH ON-TIME %,0.9772726999999999,44.0,0.9730941999999999,223.0,0.9820359000000001,668.0,0.9852940999999998,2448.0,0.8,,,,,2017-01-09 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.2215909,1.2163678,1.2275448999999998,1.2316176,Friday
7533,PARKS MAINTENANCE ON-TIME %,0.5,2.0,0.7380952,42.0,0.6434783000000001,115.0,0.7252964,506.0,0.8,,,,,2017-01-09 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,0.625,0.9226190000000001,0.8043479,0.9066204999999999,Friday
7534,POTHOLE ON-TIME %,,,0.880597,67.0,0.7628866,194.0,0.7968126999999999,502.0,0.8,,,,,2017-01-09 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,,1.1007463,0.9536083000000001,0.9960159,Friday
7535,SIGN INSTALLATION ON-TIME %,,,0.8444444,45.0,0.520202,198.0,0.5901360999999999,588.0,0.8,,,,,2017-01-09 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,,1.0555555,0.6502525,0.7376701,Friday
7536,SIGNAL REPAIR ON-TIME %,1.0,6.0,0.8732394,70.0,0.9052288000000001,306.0,0.9136868,810.0,0.8,,,,,2017-01-09 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.0915493,1.131536,1.1421085,Friday
7537,STREETLIGHT ON-TIME %,0.8,5.0,0.5384614999999999,39.0,0.5983264,239.0,0.6919890000000001,724.0,0.8,,,,,2017-01-09 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.0,0.6730769,0.747908,0.8649863000000001,Friday
7538,TREE MAINTENANCE ON-TIME %,,,1.0,11.0,0.8756219000000001,200.0,0.922293,785.0,0.8,,,,,2017-01-09 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,,1.25,1.0945274,1.1528663000000001,Friday
7539,SIGN INSTALLATION ON-TIME %,0.8947368,19.0,0.7741935000000001,62.0,0.7860465,215.0,0.8874801999999999,630.0,0.8,,,,,2017-06-29 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.1184209999999999,0.9677418999999999,0.9825581,1.1093503,Wednesday
7540,SIGNAL REPAIR ON-TIME %,0.9583333,24.0,0.9450549000000001,91.0,0.9578454,427.0,0.9402135,1405.0,0.8,,,,,2017-06-29 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.1979166,1.1813186000000002,1.1973068,1.1752669,Wednesday
7541,STREETLIGHT ON-TIME %,0.7272727,10.0,0.8965517,29.0,0.7385621,153.0,0.5896657,658.0,0.8,,,,,2017-06-29 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,0.9090908999999999,1.1206896000000002,0.9232026,0.7370821,Wednesday
7542,TREE MAINTENANCE ON-TIME %,1.0,11.0,1.0,112.0,0.9924953000000001,533.0,0.9752065999999999,1089.0,0.8,,,,,2017-06-29 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.25,1.2406191,1.2190083,Wednesday
7543,ON-TIME PERMIT REVIEWS,0.5384614999999999,26.0,0.5444444,90.0,0.6145251,358.0,0.6451613,899.0,0.75,,,,,2017-06-29 00:00:00,N,https://data.cityofboston.gov/Permitting/Approved-Building-Permits/msk6-43c6,Target,0.7179486999999999,0.7259259,0.8193668,0.8602151,Wednesday
7544,311 CALL CENTER PERFORMANCE,0.8894816999999999,1312.0,0.8893843000000001,5831.0,0.8783306000000001,26046.0,0.8685831,72426.0,0.95,,,,,2017-06-29 00:00:00,N,,Target,0.9362965,0.9361940000000001,0.9245585,0.9142979999999999,Wednesday
7545,311 CONSTITUENT EXPERIENCE SURVEYS,3.0,2.0,3.8,10.0,3.869565,23.0,4.285714,70.0,4.0,,,,,2017-06-19 00:00:00,N,,Target,0.75,0.95,0.9673913000000001,1.0714285,Friday
7546,311 CONSTITUENT EXPERIENCE SURVEYS,5.0,1.0,3.571428,7.0,3.8181809999999996,22.0,4.298507,67.0,4.0,,,,,2017-06-21 00:00:00,N,,Target,1.25,0.892857,0.9545453000000002,1.0746268,Tuesday
7547,LIBRARY USERS,7760.0,,6610.7142857,,6791.5862068999995,,6925.4659091,,,7902.4285714,7895.1791908000005,1728.4670440000002,1853.3797999,2017-05-24 00:00:00,N,https://data.cityofboston.gov/City-Services/Boston-Public-Library-Daily-Active-User-Counts/mzws-sfys,Historical,1.2568915,1.0707411,1.1000370000000002,1.1462588,Tuesday
7548,LIBRARY USERS,8557.0,,7086.857142899999,,6912.25,,6791.8522727,,,8553.2,8017.197604800001,1276.0015034000003,1931.9686796,2017-06-27 00:00:00,N,https://data.cityofboston.gov/City-Services/Boston-Public-Library-Daily-Active-User-Counts/mzws-sfys,Historical,1.1758646000000001,0.9738440999999999,0.9498504000000001,1.1161211000000002,Monday
7549,LIBRARY USERS,8002.0,,6530.857142899999,,6705.0344828,,6929.113636399999,,,7948.6785714,7916.4393064,1717.9515297000003,1853.1868852000002,2017-05-23 00:00:00,N,https://data.cityofboston.gov/City-Services/Boston-Public-Library-Daily-Active-User-Counts/mzws-sfys,Historical,1.2842803,1.0481694,1.0761239,1.1428047,Monday
7550,LIBRARY USERS,7966.0,,6733.857142899999,,6788.068965500001,,6929.4318182,,,7851.4464286,7870.566473999999,1882.8681112,1896.3868192000002,2017-05-25 00:00:00,N,https://data.cityofboston.gov/City-Services/Boston-Public-Library-Daily-Active-User-Counts/mzws-sfys,Historical,1.3346562,1.1282178999999999,1.1373008,1.1598968,Wednesday
7551,311 CONSTITUENT EXPERIENCE SURVEYS,,,4.3333330000000005,3.0,4.642857,14.0,4.53125,64.0,4.0,,,,,2017-05-29 00:00:00,N,,Target,,1.0833333,1.1607143,1.1328125,Friday
7552,LIBRARY USERS,8861.0,,7233.714285699999,,6979.4482759,,6800.363636399999,,,8522.2156863,8015.5301205,1282.4108750999999,1934.7045712000001,2017-06-28 00:00:00,N,https://data.cityofboston.gov/City-Services/Boston-Public-Library-Daily-Active-User-Counts/mzws-sfys,Historical,1.2239280000000001,0.9991587,0.9640382,1.1183290000000001,Tuesday
7553,PART 1 CRIMES,47.0,,45.285714299999995,,44.7333333,,42.7752809,,,54.277777799999996,51.011236,8.531538000000001,9.0899776,2017-05-22 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.3363684,1.3869565000000001,1.4040831,1.4050453999999999,Friday
7554,HOMICIDES (TREND),0.0,,0.0,,0.23333330000000002,,0.1123596,,,0.0666667,0.09363300000000001,0.2922212,0.32823959999999996,2017-05-22 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,,1.5380912,3.7546644999999996,Friday
7555,SHOOTINGS (TREND),0.0,,1.2857143,,1.1666667,,1.0337079,,,1.0,0.9176030000000001,1.0913346000000002,1.1571732,2017-05-22 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,1.6265936,1.7925725,2.0071204,Friday
7556,STABBINGS (TREND),2.0,,2.7142857000000005,,2.0666667000000003,,1.6067416,,,1.6222222,1.4943819999999999,1.2323156000000002,1.2365693000000002,2017-05-22 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.4272688999999998,1.0516718,1.3812278999999998,1.6996828999999998,Friday
7557,BFD RESPONSE TIME,0.8790698,215.0,0.8645301999999999,1373.0,0.8492696,6024.0,0.8403513000000001,18785.0,0.9,,,,,2017-01-19 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Target,0.9767442,0.9605891,0.9436329,0.9337236999999999,Wednesday
7558,EMS RESPONSE TIME,6.675,84.0,6.55,500.0,6.4416667,2276.0,6.55,6617.0,6.0,,,,,2017-01-19 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Target,0.8988764000000001,0.9160305000000001,0.931436,0.9160305000000001,Wednesday
7559,BFD INCIDENTS,219.0,,203.0,,201.4516129,,211.79347819999995,,,195.16129030000002,204.8804347,25.2125587,25.5798007,2017-01-19 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.0062733,1.0855854999999999,1.0939294,1.0881366000000001,Wednesday
7560,EMS INCIDENTS,323.0,,311.5714285,,303.8387096,,302.2282608,,,288.9032258,297.3043478,31.244578000000004,28.631320399999996,2017-01-19 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,0.9911697,1.0275261999999998,1.0536768,1.0784421,Wednesday
7561,311 CALL CENTER PERFORMANCE,0.8751515,825.0,0.8900549000000001,4193.0,0.8884439000000001,20223.0,0.8925270000000001,63495.0,0.95,,,,,2017-01-19 00:00:00,N,,Target,0.9212120999999999,0.9368999,0.9352040999999999,0.9395021000000001,Wednesday
7562,LIBRARY USERS,7630.0,,7482.714285699999,,8223.517241399999,,8684.8764045,,,7471.7017544,7606.0927151999995,1620.7746601,1767.6437965,2016-12-30 00:00:00,N,https://data.cityofboston.gov/City-Services/Boston-Public-Library-Daily-Active-User-Counts/mzws-sfys,Historical,1.3040668,1.2788938,1.4055066999999999,1.4875315,Thursday
7563,TREE MAINTENANCE ON-TIME %,,,0.9821429,56.0,0.9777778,135.0,0.921875,576.0,0.8,,,,,2017-02-13 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,,1.2276786,1.2222223,1.1523438,Friday
7564,GRAFFITI ON-TIME %,,,,,0.9493088,217.0,0.9367909,617.0,0.8,,,,,2017-02-14 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,,,1.186636,1.1709886,Monday
7565,MISSED TRASH ON-TIME %,0.9655171999999999,87.0,0.9754902,204.0,0.9763206,549.0,0.9809565999999998,2258.0,0.8,,,,,2017-02-14 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.2068965,1.2193628,1.2204008,1.2261958,Monday
7566,PARKS MAINTENANCE ON-TIME %,,,0.5454545,10.0,0.7417219,150.0,0.7235955,445.0,0.8,,,,,2017-02-14 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,,0.6818181,0.9271524,0.9044943999999999,Monday
7567,POTHOLE ON-TIME %,1.0,1.0,0.7777778000000001,9.0,0.7948718000000001,351.0,0.8112713,763.0,0.8,,,,,2017-02-14 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,0.9722223,0.9935898000000001,1.0140890999999999,Monday
7568,SIGN INSTALLATION ON-TIME %,,,0.7241379,29.0,0.8529412000000001,204.0,0.6483180000000001,654.0,0.8,,,,,2017-02-14 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,,0.9051724,1.0661764999999999,0.8103975,Monday
7569,SIGNAL REPAIR ON-TIME %,0.953125,64.0,0.9574468,188.0,0.8659794,485.0,0.8919961,1037.0,0.8,,,,,2017-02-14 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.1914063,1.1968085,1.0824743000000001,1.1149951,Monday
7570,STREETLIGHT ON-TIME %,1.0,3.0,0.4375,64.0,0.6394052,269.0,0.6434316,746.0,0.8,,,,,2017-02-14 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,0.546875,0.7992564999999999,0.8042895,Monday
7571,TREE MAINTENANCE ON-TIME %,,,1.0,3.0,0.9777778,135.0,0.921875,576.0,0.8,,,,,2017-02-14 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,,1.25,1.2222223,1.1523438,Monday
7572,ON-TIME PERMIT REVIEWS,0.5,2.0,0.8571429,63.0,0.7986799,303.0,0.7711756999999999,791.0,0.75,,,,,2017-02-14 00:00:00,N,https://data.cityofboston.gov/Permitting/Approved-Building-Permits/msk6-43c6,Target,0.6666667,1.1428572,1.0649065,1.0282343,Monday
7573,BFD RESPONSE TIME,0.8324606999999999,191.0,0.7903226,1488.0,0.8381184000000002,6165.0,0.8381758,18550.0,0.9,,,,,2017-02-14 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Target,0.9249563000000001,0.8781361999999999,0.9312427,0.9313064,Monday
7574,EMS RESPONSE TIME,7.0833333,73.0,7.116666700000001,465.0,6.5833333,2204.0,6.5833333,6559.0,6.0,,,,,2017-02-14 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Target,0.8470588,0.8430913000000001,0.9113924000000001,0.9113924000000001,Monday
7575,SHOOTINGS (TREND),1.0,,2.0,,1.3548387,,1.1086957,,,0.9569892,0.9456521999999999,1.1220515,1.1664784,2017-06-12 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,2.0790406999999997,1.0395204,1.5345301000000002,1.9050589,Friday
7576,STABBINGS (TREND),1.0,,1.2857143,,1.8064516,,1.6630435000000001,,,1.6129031999999999,1.5615941999999998,1.3024413000000001,1.3044719,2017-06-12 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,2.9153445,2.2674901000000003,1.6138514,1.7233861000000001,Friday
7577,311 CALL CENTER PERFORMANCE,0.7457014,1105.0,0.8364305000000001,5435.0,0.8320617,26080.0,0.8557528,79239.0,0.95,,,,,2017-04-04 00:00:00,N,,Target,0.7849488,0.8804531999999999,0.8758544,0.9007924,Monday
7578,BFD INCIDENTS,238.0,,221.0,,218.0,,211.16666659999999,,,202.93548380000001,214.68131859999997,18.8484049,58.62685749999999,2017-04-04 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,0.9318651,1.003547,1.0173573,1.2942771,Monday
7579,EMS INCIDENTS,325.0,,313.0,,304.4193548,,308.0555555,,,317.4193548,304.5054945,18.8357359,22.9706932,2017-04-04 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.0346309999999999,1.0742973999999998,1.1045786,1.0630426000000002,Monday
7580,CITY SERVICES SATISFACTION SURVEYS,3.8,5.0,3.4651160000000005,43.0,3.761904,168.0,3.905,600.0,4.0,,,,,2017-04-04 00:00:00,N,,Target,0.95,0.8662790000000001,0.940476,0.97625,Monday
7581,GRAFFITI ON-TIME %,0.7894737,19.0,0.6792453,53.0,0.7692308000000001,117.0,0.9050279,537.0,0.8,,,,,2017-04-04 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,0.9868421,0.8490565999999999,0.9615385000000001,1.1312848999999998,Monday
7582,MISSED TRASH ON-TIME %,0.96,25.0,0.952,125.0,0.9501466000000001,682.0,0.9555753,2250.0,0.8,,,,,2017-04-04 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.2,1.19,1.1876833,1.1944691,Monday
7583,PARKS MAINTENANCE ON-TIME %,1.0,4.0,0.875,24.0,0.8632479,117.0,0.8086022,465.0,0.8,,,,,2017-04-04 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.09375,1.0790598999999998,1.0107528000000001,Monday
7584,POTHOLE ON-TIME %,0.6515152,66.0,0.6312057,141.0,0.6614173000000001,380.0,0.7210386,1502.0,0.8,,,,,2017-04-04 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,0.814394,0.7890071,0.8267716,0.9012983,Monday
7585,SIGN INSTALLATION ON-TIME %,0.75,4.0,0.9722221999999999,36.0,0.8851674999999999,209.0,0.8452579,601.0,0.8,,,,,2017-04-04 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,0.9375,1.2152778,1.1064593999999999,1.0565723999999999,Monday
7586,SIGNAL REPAIR ON-TIME %,0.9142857,35.0,0.9509201999999999,163.0,0.9395711999999999,513.0,0.903429,1429.0,0.8,,,,,2017-04-04 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.1428571,1.1886503000000002,1.174464,1.1292863000000002,Monday
7587,STREETLIGHT ON-TIME %,0.625,8.0,0.3972603,73.0,0.5151515,297.0,0.6035928,835.0,0.8,,,,,2017-04-04 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,0.78125,0.4965754,0.6439394,0.754491,Monday
7588,TREE MAINTENANCE ON-TIME %,,,0.9787234,94.0,0.9509804000000001,204.0,0.9515418999999999,454.0,0.8,,,,,2017-04-04 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,,1.2234043,1.1887254999999999,1.1894274,Monday
7589,ON-TIME PERMIT REVIEWS,0.6111111,18.0,0.7118644000000001,59.0,0.7131474,251.0,0.7477593000000001,781.0,0.75,,,,,2017-04-04 00:00:00,N,https://data.cityofboston.gov/Permitting/Approved-Building-Permits/msk6-43c6,Target,0.8148148000000001,0.9491525,0.9508631999999999,0.9970124,Monday
7590,BFD RESPONSE TIME,0.8760684000000001,234.0,0.8676761000000001,1519.0,0.8400122,6563.0,0.8395464,18429.0,0.9,,,,,2017-04-04 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Target,0.9734093,0.9640846,0.9333469000000001,0.9328293,Monday
7591,EMS RESPONSE TIME,6.35,78.0,6.383333299999999,535.0,6.616666700000001,2289.0,6.5666667,6603.0,6.0,,,,,2017-04-04 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Target,0.9448818999999999,0.9399478000000001,0.906801,0.9137056,Monday
7592,LIBRARY USERS,7871.0,,7061.142857100001,,7232.103448299999,,8214.6741573,,,7999.7241379,7885.422857100001,1496.4936890000001,1630.73576,2017-03-29 00:00:00,N,https://data.cityofboston.gov/City-Services/Boston-Public-Library-Daily-Active-User-Counts/mzws-sfys,Historical,1.2103216,1.08579,1.1120786,1.3133629,Tuesday
7593,HOMICIDES (TREND),0.0,,0.0,,0.0322581,,0.09782610000000001,,,0.12903230000000002,0.11956520000000001,0.46107040000000005,0.4006113,2016-08-22 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,,18.293163600000003,5.317359099999999,Friday
7594,SHOOTINGS (TREND),2.0,,1.4285714,,1.4516129,,1.1304348,,,1.5322581,1.2391303999999999,1.2767496999999999,1.2835195,2016-08-22 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.4045039,1.9663055,1.9350942999999998,2.2315749,Friday
7595,STABBINGS (TREND),2.0,,2.2857142999999995,,1.9032258000000002,,2.0652174,,,1.8225806,1.7065217000000001,1.4317729,1.3872018,2016-08-22 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.6271768,1.4237796,1.7099146,1.4980135,Friday
7596,LIBRARY USERS,9736.0,,9624.0,,9289.3333333,,9113.0449438,,,8699.6,8311.8024691,1047.761805,1355.9214871,2016-08-22 00:00:00,N,https://data.cityofboston.gov/City-Services/Boston-Public-Library-Daily-Active-User-Counts/mzws-sfys,Historical,1.272374,1.257737,1.2140002,1.3101208999999998,Friday
7597,PART 1 CRIMES,52.0,,46.714285700000005,,50.903225799999994,,51.717391299999996,,,63.177419400000005,62.3695652,10.459169900000001,10.1235185,2016-08-23 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.4160883,1.5763184,1.4465997,1.4017158,Monday
7598,HOMICIDES (TREND),0.0,,0.2857143,,0.09677419999999999,,0.11956520000000001,,,0.12903230000000002,0.11413039999999998,0.46107040000000005,0.39535040000000005,2016-08-23 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,2.0653593,6.0977275,4.261112799999999,Monday
7599,SHOOTINGS (TREND),1.0,,1.2857143,,1.4516129,,1.1413043,,,1.5645161,1.25,1.2625886,1.2856926000000002,2016-08-23 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,2.8271047,2.1988592000000002,1.947561,2.2217498,Monday
7600,STABBINGS (TREND),5.0,,2.4285714,,2.0322581000000004,,2.0869565,,,1.8064516,1.7173913,1.4123427,1.3894693,2016-08-23 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,0.6437589,1.3253859,1.5838511,1.4887041,Monday
7601,LIBRARY USERS,11265.0,,9539.857142899999,,9393.8333333,,9158.516853899999,,,8677.366666700002,8322.5061728,1070.0682377,1344.5025276,2016-08-23 00:00:00,N,https://data.cityofboston.gov/City-Services/Boston-Public-Library-Daily-Active-User-Counts/mzws-sfys,Historical,1.4808148,1.2540401,1.2348449,1.3124837999999999,Monday
7602,SIGN INSTALLATION ON-TIME %,0.4255319,47.0,0.5675676,74.0,0.6751592,157.0,0.6760829,531.0,0.8,,,,,2016-12-02 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,0.5319149000000001,0.7094595,0.843949,0.8451036,Thursday
7603,PART 1 CRIMES,39.0,,47.8571429,,51.3870968,,51.8478261,,,63.177419400000005,62.5,10.3076037,10.1717492,2016-08-24 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.8842313999999998,1.5355079,1.4300287,1.4016354,Tuesday
7604,HOMICIDES (TREND),0.0,,0.2857143,,0.09677419999999999,,0.11956520000000001,,,0.12903230000000002,0.11956520000000001,0.46107040000000005,0.4006113,2016-08-24 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,2.0653593,6.0977275,4.3505677,Tuesday
7605,SHOOTINGS (TREND),1.0,,1.2857143,,1.4516129,,1.1521739,,,1.5967742,1.2445652,1.2474193,1.2760821000000002,2016-08-24 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,2.8441935000000003,2.2121505,1.9593333,2.1877316,Tuesday
7606,STABBINGS (TREND),0.0,,2.2857142999999995,,1.9354839,,2.0869565,,,1.7903226000000003,1.6956522,1.4158019,1.3927143,2016-08-24 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,1.4026795,1.6564976000000002,1.4798423,Tuesday
