,Good,Bad
83,"[(42.353411999999999, -71.044623999999999), (42.365074, -71.119581000000011), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001)]"
84,"[(42.353411999999999, -71.044623999999999), (42.365074, -71.119581000000011), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001)]"
85,"[(42.353411999999999, -71.044623999999999), (42.365074, -71.119581000000011), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001)]"
86,"[(42.353411999999999, -71.044623999999999), (42.365074, -71.119581000000011), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001)]"
87,"[(42.353411999999999, -71.044623999999999), (42.365074, -71.119581000000011), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001)]"
88,"[(42.365074, -71.119581000000011), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.357246999999994, -71.146451999999996), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001)]"
89,"[(42.365074, -71.119581000000011), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.346171000000005, -71.099855000000005), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001)]"
90,"[(42.365074, -71.119581000000011), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.346171000000005, -71.099855000000005), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.340798999999997, -71.081571999999994)]"
91,"[(42.365074, -71.119581000000011), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.346171000000005, -71.099855000000005), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.340798999999997, -71.081571999999994)]"
92,"[(42.365074, -71.119581000000011), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.346171000000005, -71.099855000000005), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.340798999999997, -71.081571999999994)]"
93,"[(42.365074, -71.119581000000011), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.346171000000005, -71.099855000000005), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.340798999999997, -71.081571999999994)]"
94,"[(42.365074, -71.119581000000011), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.346171000000005, -71.099855000000005), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.340798999999997, -71.081571999999994)]"
95,"[(42.365074, -71.119581000000011), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.340798999999997, -71.081571999999994)]"
96,"[(42.365074, -71.119581000000011), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.340798999999997, -71.081571999999994)]"
97,"[(42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.340798999999997, -71.081571999999994)]"
98,"[(42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988), (42.350850999999999, -71.089885999999993)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999), (42.340798999999997, -71.081571999999994)]"
99,"[(42.341521999999998, -71.068922000000001), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988), (42.350850999999999, -71.089885999999993)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
100,"[(42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988), (42.350850999999999, -71.089885999999993)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
101,"[(42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
102,"[(42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
103,"[(42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
104,"[(42.341521999999998, -71.068922000000001), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
105,"[(42.341521999999998, -71.068922000000001), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
106,"[(42.341521999999998, -71.068922000000001), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
107,"[(42.341521999999998, -71.068922000000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
108,"[(42.341521999999998, -71.068922000000001), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
109,"[(42.341521999999998, -71.068922000000001), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
110,"[(42.341521999999998, -71.068922000000001), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
111,"[(42.341521999999998, -71.068922000000001), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
112,"[(42.341521999999998, -71.068922000000001), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
113,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
114,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
115,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
116,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
117,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
118,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
119,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.351312999999998, -71.116174000000001), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
120,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.351312999999998, -71.116174000000001), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
121,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.351312999999998, -71.116174000000001), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
122,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.351312999999998, -71.116174000000001), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
123,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.351312999999998, -71.116174000000001), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
124,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.351312999999998, -71.116174000000001), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
125,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.351312999999998, -71.116174000000001), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
126,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
